Compound,Negative,Neutral Score,Positive,Tweet Number,Tweet Text
0.402,0.0,0.87,0.13,58,"The party of Imran Khan, a former Pakistani cricket star, pulled firmly ahead in the early count after Wednesday’s… https://t.co/BVfllwkyh2"
0.0,0.0,1.0,0.0,59,"For the first time, scientists have found a large, watery lake beneath an ice cap on Mars https://t.co/3J42NBoLpx"
0.0,0.0,1.0,0.0,60,Workers may finally be getting a bigger piece of the economic pie — at least in Europe. Just don’t ask why. https://t.co/l7k05VVsp3
0.0,0.0,1.0,0.0,61,Morning Briefing: Here's what you need to know to start your day https://t.co/xWbCPBUYRr https://t.co/4n57r9RtMP
0.0,0.0,1.0,0.0,62,"Oksana Shachko was a founder of Femen, a women’s rights group that, together with PussyRiot, became part of a post-… https://t.co/9caH2jfIjA"
-0.077,0.166,0.683,0.151,63,"RT @nytimesbooks: 3 books on Putin, Russian intelligence and why American agencies may be under threat https://t.co/rwi0tNbJZ6"
0.276,0.0,0.839,0.161,64,"They didn't have children and, most said, they don't have regrets  https://t.co/u4SzobiXXT"
0.0,0.0,1.0,0.0,65,"""I'm expected to function as if I've been here for years,"" said a refugee from Manus Island who resettled in the Un… https://t.co/MTpKwnRbrd"
0.273,0.0,0.877,0.123,66,"A surprise announcement made by President Trump and the president of the European Commission, Jean-Claude Juncker,… https://t.co/boyyclsWGJ"
0.422,0.0,0.851,0.149,67,"An explosion rocked the street outside the United States Embassy in Beijing on Thursday, rattling a diplomatically… https://t.co/qOhPpq4wcF"
-0.477,0.119,0.881,0.0,68,RT @nytimesworld: The six people executed were former members of the cult that carried out a sarin gas attack on the Tokyo subway that kill…
0.0,0.0,1.0,0.0,69,"Gimme a break 
Gimme a break
Break me off a piece of that trademark law
https://t.co/NkjcOO25fu"
-0.361,0.156,0.844,0.0,70,"Ryanair cabin crew in Belgium, Italy, Portugal and Spain are on strike, forcing the carrier to cancel hundreds of f… https://t.co/HPKy6GilXC"
-0.922,0.391,0.609,0.0,71,RT @nytimesworld: Greeks were still piecing together one of the nation’s worst disasters in recent memory after wildfires killed at least 8…
0.077,0.0,0.936,0.064,72,"If you want a divorce, you can get a divorce, right? In Britain, it turns out, the answer is “not necessarily.” https://t.co/bdN2HduNmk"
0.494,0.0,0.849,0.151,73,"This year’s Venice Film Festival will include new movies by Paul Greengrass, Alfonso Cuarón and the Coen Brothers https://t.co/dKJKZZT8aA"
0.128,0.083,0.782,0.134,74,RT @nytimesbooks: The genocide of World War II has come to act like a screen across the middle of the 20th century. But it is important to…
0.422,0.0,0.741,0.259,75,Blast Heard Near United States Embassy in Beijing https://t.co/1bTlOZCFmD
-0.202,0.087,0.913,0.0,76,"If scientists understand why tick bites are suddenly causing a strange reaction in some people who eat meat, that c… https://t.co/OX703sXkyE"
0.0,0.0,1.0,0.0,77,Here's a dinner idea: Chicken braised in balsamic and red wine vinegars over creamy polenta https://t.co/a3geREMGiK
-0.541,0.176,0.824,0.0,78,"RT @nytopinion: What Big Oil really fears, much more than a modest tax on carbon, is having to pay for its own actions https://t.co/jJC7zNl…"
0.0,0.0,1.0,0.0,79,Plant more trees. Rethink pavement. Unblock the breeze. How cities are trying to cope with rising heat. https://t.co/MXqUyG6Nyj
0.0,0.0,1.0,0.0,80,"Is it possible to be sexual, but to not be seen as an object? In her video “Girlfriend,” Héloïse Letissier — her bo… https://t.co/f4xRGPVvFT"
0.0,0.0,1.0,0.0,81,"Scientists found evidence of a large underground pool of water on Mars, raising the possibility that life could exi… https://t.co/EOFsQEXcAc"
-0.637,0.167,0.833,0.0,82,"RT @NYTNational: After her son was fatally shot, Lucy McBath ended her career as a flight attendant and became a national spokeswoman for g…"
-0.459,0.143,0.857,0.0,83,Yosemite National Park is ghostly quiet after a nearby wildfire forced thousands to evacuate. It’s one of 75 large… https://t.co/BzPx5vPjcx
-0.262,0.186,0.814,0.0,84,Wages Are Rising in Europe. But Economists Are Puzzled. https://t.co/Ij9eM4vnmH
0.0,0.0,1.0,0.0,85,"A BBC interviewer told Sean Spicer he had ""corrupted discourse for the entire world."" Fox News asked his mother wha… https://t.co/H6VpjB3gXB"
0.0,0.0,1.0,0.0,86,"RT @Nate_Cohn: The 2016 presidential election, as you've never seen it before  https://t.co/IW9jcvzAko https://t.co/KJSsPBdiIb"
-0.422,0.177,0.823,0.0,87,When ISIS’ Call to Arms Falls on the Ears of the Mentally Ill https://t.co/k0j3xKlRL7
-0.077,0.159,0.697,0.144,88,"Wielding a pickax, a vandal destroyed President Trump’s star on the Hollywood Walk of Fame Wednesday morning… https://t.co/CIdsmR6fxv"
0.0,0.0,1.0,0.0,89,RT @S_Evangelina: You don't know what Fortnite is? I got you. https://t.co/YutNdy5TnX
0.0,0.0,1.0,0.0,90,A group of House Republicans introduced articles of impeachment in a long-shot bid to oust deputy attorney general… https://t.co/4kgvusJ0oA
-0.296,0.095,0.905,0.0,91,New Zealand accused Australia this week of copying its national flag. Take the quiz and see if you can identify the… https://t.co/5pb0eai35o
0.0,0.0,1.0,0.0,92,"The White House barred a CNN journalist from attending a public appearance by President Trump in the Rose Garden, a… https://t.co/TlqhSKHj0f"
0.0,0.0,1.0,0.0,93,RT @dionnesearcey: The video from #Cameroon captures uniformed men shooting a woman with a little girl and a woman with a baby strapped to…
0.402,0.0,0.847,0.153,94,Newly disclosed emails show Michigan Republicans angling to give their party a dominant position through gerrymande… https://t.co/vVoX8MVdH9
-0.178,0.149,0.728,0.123,95,Orson Welles's last film will have its debut at the Venice Film Festival – over 30 years after the director's death https://t.co/gGGgJEUKO9
0.0,0.0,1.0,0.0,96,"With Goop, Gwyneth Paltrow just wanted you to have what she had: the $795 G. Label trench coat and the $1,505 Beton… https://t.co/wY4sZnTEIL"
-0.394,0.143,0.857,0.0,97,"RT @maggieNYT: Repeated screenings of the tape do not clearly reveal Mr. Trump saying the words “don’t pay with,” an omission that would en…"
-0.718,0.304,0.696,0.0,98,"The Republican tax cuts have pushed corporate tax payments to historically low levels, causing the budget deficit t… https://t.co/Rmq0jLMztk"
0.0,0.0,1.0,0.0,99,Evening Briefing: Here's what you need to know at the end of the day https://t.co/CO2mMtZw2D
0.44,0.0,0.861,0.139,100,"At 5:30 p.m. on Wednesday, hundreds of speed cameras around NYC effectively clicked off, their watch over motorists… https://t.co/YHKb0AJoZL"
-0.046,0.131,0.746,0.123,1,"Tonight, a team of inventors attempt to change the lives of three inspiring people with very different problems. 💡… https://t.co/L7yN0qkCNz"
-0.511,0.142,0.858,0.0,2,A dog called Minnie has been reunited with her owners two years after thieves stole a truck she was sleeping in. 🐶… https://t.co/CzeVkauFSx
-0.296,0.091,0.909,0.0,3,"RT @bbcpress: Late for the first game of @BBCMOTD, missed the first dance on #Strictly or tuned in halfway through #EastEnders? Pushing the…"
0.226,0.106,0.741,0.153,4,"😀♥️ Four-year-old Daniel and 91-year-old Stuart, who has dementia, have struck up an unlikely friendship.  https://t.co/DVpVhIssTc"
0.0,0.0,1.0,0.0,5,RT @bbcweather: It is officially the hottest day of the year so far in the UK with temperatures soaring to 35C in west London. https://t.co…
-0.178,0.101,0.826,0.072,6,"""I would like to do it all over again. There was a war on but otherwise it was absolutely wonderful."" ❤️️

Remember… https://t.co/1cSKgxW5gF"
-0.461,0.236,0.764,0.0,7,"😮 You don't want to get between two fighting kangaroos!
#LifeStory https://t.co/xX95kVkWJU"
-0.402,0.148,0.788,0.064,8,"A record number of primary school children are leaving school severely obese, according to new figures from Public… https://t.co/nmc8w0pnGW"
-0.818,0.238,0.762,0.0,9,"RT @BBCEngland: The last living female pilot from World War Two, Mary Ellis, has died aged 101 at her home on the Isle of Wight https://t.c…"
-0.402,0.172,0.828,0.0,10,"This school is tackling their single-use plastic problem one lunchbox at a time.
#PlasticsAction https://t.co/dBJBC46C06"
-0.382,0.167,0.732,0.102,11,We call violence an ‘epidemic’ – and there is reason to take that literally... treating it like an infectious disea… https://t.co/871oH89IB6
-0.402,0.252,0.748,0.0,12,"♨️😴 Having trouble sleeping in this heatwave?
#HeatwaveUK https://t.co/N8Nstm5gC7"
0.402,0.136,0.617,0.247,13,"Colin Firth stars in an award-winning adaptation of Jane Austen's classic romance. 📚😍

Pride and Prejudice |… https://t.co/bgxyIt8i5g"
0.44,0.092,0.725,0.184,14,"From @rosskemp to @sirpatstew: these are the ultimate Extras celebrity cameos. 😂

https://t.co/MzLh704sPC"
0.0,0.0,1.0,0.0,15,"Is this Africa’s most inventive neighbourhood? 💡🌿🥑

https://t.co/xgeQCMM1XP"
0.0,0.0,1.0,0.0,16,"Researchers have found evidence of an existing body of liquid water on Mars.
👉 https://t.co/cmykUjdfxy https://t.co/F45qHNXcOR"
0.0,0.0,1.0,0.0,17,RT @BBCWthrWatchers: On Friday night you may see the moon turn red during a total lunar eclipse. Lasting 1 hr 40 mins it will be the longes…
-0.477,0.159,0.758,0.083,18,"💉 A jab that protects against a virus that causes cervical cancer will be given to boys aged 12 to 13 in England.
👉… https://t.co/joOj8vMupR"
0.676,0.064,0.696,0.24,19,"RT @bbcpress: 🤣 Want to write comedy? Want a six-month bursary to train and develop your skills at the BBC?
⏰ TIME IS RUNNING OUT! The dead…"
0.422,0.0,0.823,0.177,20,"🌊🐬 These dolphins were rescued after getting stranded in shallow water in Tasmania. 

https://t.co/MRqRBxsctW"
-0.046,0.131,0.746,0.123,21,"Tonight, a team of inventors attempt to change the lives of three inspiring people with very different problems. 💡… https://t.co/L7yN0qkCNz"
-0.511,0.142,0.858,0.0,22,A dog called Minnie has been reunited with her owners two years after thieves stole a truck she was sleeping in. 🐶… https://t.co/CzeVkauFSx
-0.296,0.091,0.909,0.0,23,"RT @bbcpress: Late for the first game of @BBCMOTD, missed the first dance on #Strictly or tuned in halfway through #EastEnders? Pushing the…"
0.226,0.106,0.741,0.153,24,"😀♥️ Four-year-old Daniel and 91-year-old Stuart, who has dementia, have struck up an unlikely friendship.  https://t.co/DVpVhIssTc"
0.0,0.0,1.0,0.0,25,RT @bbcweather: It is officially the hottest day of the year so far in the UK with temperatures soaring to 35C in west London. https://t.co…
-0.178,0.101,0.826,0.072,26,"""I would like to do it all over again. There was a war on but otherwise it was absolutely wonderful."" ❤️️

Remember… https://t.co/1cSKgxW5gF"
-0.461,0.236,0.764,0.0,27,"😮 You don't want to get between two fighting kangaroos!
#LifeStory https://t.co/xX95kVkWJU"
-0.402,0.148,0.788,0.064,28,"A record number of primary school children are leaving school severely obese, according to new figures from Public… https://t.co/nmc8w0pnGW"
-0.818,0.238,0.762,0.0,29,"RT @BBCEngland: The last living female pilot from World War Two, Mary Ellis, has died aged 101 at her home on the Isle of Wight https://t.c…"
-0.402,0.172,0.828,0.0,30,"This school is tackling their single-use plastic problem one lunchbox at a time.
#PlasticsAction https://t.co/dBJBC46C06"
-0.382,0.167,0.732,0.102,31,We call violence an ‘epidemic’ – and there is reason to take that literally... treating it like an infectious disea… https://t.co/871oH89IB6
-0.402,0.252,0.748,0.0,32,"♨️😴 Having trouble sleeping in this heatwave?
#HeatwaveUK https://t.co/N8Nstm5gC7"
0.402,0.136,0.617,0.247,33,"Colin Firth stars in an award-winning adaptation of Jane Austen's classic romance. 📚😍

Pride and Prejudice |… https://t.co/bgxyIt8i5g"
0.44,0.092,0.725,0.184,34,"From @rosskemp to @sirpatstew: these are the ultimate Extras celebrity cameos. 😂

https://t.co/MzLh704sPC"
0.0,0.0,1.0,0.0,35,"Is this Africa’s most inventive neighbourhood? 💡🌿🥑

https://t.co/xgeQCMM1XP"
0.0,0.0,1.0,0.0,36,"Researchers have found evidence of an existing body of liquid water on Mars.
👉 https://t.co/cmykUjdfxy https://t.co/F45qHNXcOR"
0.0,0.0,1.0,0.0,37,RT @BBCWthrWatchers: On Friday night you may see the moon turn red during a total lunar eclipse. Lasting 1 hr 40 mins it will be the longes…
-0.477,0.159,0.758,0.083,38,"💉 A jab that protects against a virus that causes cervical cancer will be given to boys aged 12 to 13 in England.
👉… https://t.co/joOj8vMupR"
0.676,0.064,0.696,0.24,39,"RT @bbcpress: 🤣 Want to write comedy? Want a six-month bursary to train and develop your skills at the BBC?
⏰ TIME IS RUNNING OUT! The dead…"
0.422,0.0,0.823,0.177,40,"🌊🐬 These dolphins were rescued after getting stranded in shallow water in Tasmania. 

https://t.co/MRqRBxsctW"
0.0,0.0,1.0,0.0,41,"'I downloaded all my Facebook data and it was a nightmare'. 💻🤦‍♀️

Have you ever wondered what your data actually l… https://t.co/0sNfkSket7"
0.077,0.0,0.92,0.08,42,"A startling insight into how society viewed the role of women in the 20th century. #WashesWhiter

https://t.co/BIoTfZ5DPG"
-0.273,0.123,0.877,0.0,43,"A watchdog has warned that the packaging you recycle 'may end up in landfill'. ♻️🗑

https://t.co/7q7NwFYVBh https://t.co/8SqE3kZ3j8"
0.637,0.0,0.682,0.318,44,"Why we should all love whale poo... 💚🐋💩 

#OurBluePlanet

https://t.co/VePUiOOE3F"
-0.382,0.126,0.874,0.0,45,"Fish are losing their sense of smell because of a rise in CO2 levels, according to new research. 🐟💔… https://t.co/9EWLY0pLrH"
0.128,0.248,0.47,0.282,46,The best way EVER to deal with a scam. https://t.co/nqWGYEEBy4
0.0,0.0,1.0,0.0,47,"🌡🍂 From Carnoustie to London, the heatwave has left Britain's parks and lawns parched.

📷 https://t.co/yqcbYgu5Y7… https://t.co/I0rzDBzXOp"
0.477,0.0,0.763,0.237,48,"These birds woo the ladies with popcorn and cartwheels.
#AnimalsBehavingBadly https://t.co/HUArZNsNXy"
0.848,0.0,0.674,0.326,49,"Got kids who are on school holidays? 

📱The ‘CBBC Buzz’ app is free, fun and there’s something for you, whatever yo… https://t.co/RCuJvRzW8D"
0.552,0.0,0.866,0.134,50,"RT @BBCOxford: Oxford's Soup Peddler - who has given more than 4,000 free meals to the homeless - is hanging up his ladle.
Could you carry…"
0.0,0.0,1.0,0.0,51,"👨‍🎤🍞 The first known studio recording of David Bowie is set for auction after being found in an old bread basket.
👉… https://t.co/5R2Pmr8gBf"
-0.019,0.082,0.918,0.0,52,"'Doesn't matter what's written on the packet, wet wipes do not disintegrate.' https://t.co/sFUvFL8OaL"
-0.598,0.156,0.844,0.0,53,RT @bbcworldservice: *Calling all Star Wars fans!* This is a VR experience where you star in the storyline. Hear more about Lucasfilm's VR…
0.572,0.0,0.575,0.425,54,The perfect picnic doesn't exi... https://t.co/hCE7MqzF2P
0.0,0.0,1.0,0.0,55,👶👵 Most people feel younger or older than they really are – and this 'subjective age' has a big effect on their phy… https://t.co/vGnFI1TfmB
0.0,0.0,1.0,0.0,56,Meet the man who escaped locked-in syndrome and is about to become a dad. https://t.co/x0Bkz8R176
0.0,0.0,1.0,0.0,57,"Film-maker Mo Naqvi attempts to decide who to vote for in Pakistan's upcoming election.

Storyville: Insha'Allah De… https://t.co/u7nu633Gt2"
0.0,0.0,1.0,0.0,58,"💈❤️ Meet the barber tackling mental health one beard trim at a time.
(via @BBCThree) https://t.co/sTbcQnZ2ck"
0.0,0.0,1.0,0.0,59,"Follow the transportation of a herd of elephants from the Midlands to their new seaside home. 🐘

Elephants on the M… https://t.co/nvfAlmyl21"
0.494,0.0,0.686,0.314,60,🐶 Hearing dogs can save a life. https://t.co/bTcvuvGYJt
0.0,0.0,1.0,0.0,61,"RT @cbbc: Andy Samberg &amp; @selenagomez talk all things @HotelT 🕸️👻🌴
For the full interview download the #CBBCBuzz app now! https://t.co/83Vu…"
0.0,0.111,0.779,0.111,62,"If you're blind or partially sighted, this might help.
 
At the BBC, we offer audio description to describe our sho… https://t.co/jDXcSK72uQ"
0.637,0.0,0.704,0.296,63,"Y'alright love? 🐦 

Meet Mourdour, the raven with a Yorkshire accent.... 

https://t.co/6K9eMeDh0k"
0.572,0.0,0.73,0.27,64,RT @bbccomedy: The wonderful Victoria Wood talking sex. ❤️ https://t.co/uKdwA5f3T0
-0.527,0.254,0.746,0.0,65,RT @bbccomedy: When it's not just work you're frustrated with... https://t.co/Qlv5gMgkGD
-0.38,0.274,0.549,0.177,66,When is a film so bad it's actually good? 🍿🤦‍♀️ https://t.co/zNWeEnZVQd https://t.co/F3rLExxpyR
-0.676,0.247,0.753,0.0,67,"RT @bbcgetinspired: He came within minutes of losing his life in a horrific accident - but eight years on, he is about to represent Norther…"
0.477,0.0,0.886,0.114,68,"Ntando Mahlangu walked for the first time at the age of ten. 

By the time he was 14, he had a silver medal from Ri… https://t.co/JodVvKpqUw"
-0.527,0.134,0.866,0.0,69,"The UK government says air pollution is the fourth biggest threat to public health. 🤧💨

Here's what you can do to i… https://t.co/SVbU4D7961"
0.0,0.0,1.0,0.0,70,"✈️🎒 This is what happens to your suitcase after you've checked-in at an airport... 

https://t.co/SZZKKm6ONf"
0.599,0.0,0.755,0.245,71,❤️ The catwalk show with a mission to prove everyone is beautiful. https://t.co/sGAR4YzNZT
0.128,0.0,0.927,0.073,72,"See some art
Dwell on your wrongs
Talk to strangers

Tackle the week ahead with a spot of elastic thinking. https://t.co/W3gtqBFnss"
0.611,0.0,0.846,0.154,73,"RT @bbcmusic: Happy Birthday @SelenaGomez! 🎂🎉

Which is your favourite SG single? (We are going old school Selena and vote 'Naturally' 💫) h…"
0.637,0.0,0.729,0.271,74,RT @BBCCountryfile: What's your top tip for enjoying our countryside? Here's @EllieHarrison_ @AdamHenson @tomheapmedia and @SteveBrownGBWR…
0.0,0.0,1.0,0.0,75,RT @BBCNews: London Anniversary Games: Kare Adenegan &amp; Sophie Hahn set world records https://t.co/DW7CyMwS7r
-0.84,0.276,0.724,0.0,76,"❤️ The mother of a five-year-old boy who helped write his own obituary before he died of cancer says she is ""humble… https://t.co/k1R3Tq8KX5"
-0.273,0.091,0.909,0.0,77,"Keeping it low key 😉

This man asked his partner to marry him with a GIANT beach mural. 🏖 
https://t.co/FrqoNA4HhG"
0.726,0.0,0.757,0.243,78,"😲🎨 Some of the most stunning photos from the 21st World Bodypainting Festival in Austria.
👉 https://t.co/2Z8On4ZuS3 https://t.co/YoAPvfk5cE"
0.0,0.0,1.0,0.0,79,🐜🍞 Would you eat bread baked with insects instead of flour? https://t.co/zXYGP4MZjk
0.751,0.0,0.686,0.314,80,"Positive reinforcement and indirect suggestions are a powerful way to influence our decision-making.

Here are eigh… https://t.co/CyoIKBRDfs"
0.599,0.0,0.647,0.353,81,"The teenage activist helping families find low-cost healthy food. 
(via@BBCThree) https://t.co/aM3Esv544f"
0.751,0.0,0.726,0.274,82,💕✍️ A story penned by a 10-year-old girl with autism has attracted praise from academics and others with the condit… https://t.co/oFp5UI36Ex
0.34,0.0,0.862,0.138,83,RT @BBCNewsbeat: Say hello to @NicoleAMaines who will play TV's first ever transgender superhero. https://t.co/QIIPLjRZBo https://t.co/FhUr…
0.0,0.0,1.0,0.0,84,"🍞 Prehistoric bake-off: Scientists have discovered the earliest known evidence of bread-making, from a 14,000-year-… https://t.co/rt2YVZY1zW"
0.0,0.0,1.0,0.0,85,"Do you have a reusable water bottle?
#PlasticsAction https://t.co/XTlzV0IEGB"
0.637,0.0,0.679,0.321,86,"🎬🍿 A business trip leads to a chance encounter...

Pretty Woman | 10:20pm | @BBCOne | https://t.co/vCrrzh7bN7 https://t.co/KS0CZCwcDx"
-0.494,0.259,0.741,0.0,87,"The ruins of a Cumbrian village have been exposed by the UK drought. 🌡

https://t.co/zCaOtOFM74"
0.44,0.114,0.659,0.228,88,"😂 @RomeshRanga really REALLY can't stand Gogglebox. #LiveAtTheApollo

https://t.co/IMrhnETAg7"
0.0,0.0,1.0,0.0,89,"How being drawn naked helped these women reclaim their bodies. 
(via @BBCThree) https://t.co/h22GymBo6O"
0.0,0.0,1.0,0.0,90,Was the 😊the first emoticon? https://t.co/3eZwRPDqbJ
0.0,0.0,1.0,0.0,91,RT @BBCR1: From @ShawnMendes and @NiallOfficial to @DUALIPA and @ArianaGrande; 10 massive pop collabs we NEED to hear right now 👉 https://t…
0.813,0.0,0.63,0.37,92,👰🎊🤵 @reallorraine and @robbeckettcomic host as two couples play for dream prizes and a chance to get married in fro… https://t.co/JOaddKsXdr
0.202,0.139,0.648,0.213,93,A huge iceberg is looming over a village in Greenland. https://t.co/sDLtIq41Fj
0.0,0.0,1.0,0.0,94,"Would you consider becoming a hedgehog foster parent? 🦔 💕

https://t.co/qTzxBdTy1B"
-0.832,0.328,0.672,0.0,95,"Maths, science, history and... death? 🎒📚🤔

Death could be added to the school timetable in Australia. 👉… https://t.co/l6jEPAaK64"
0.0,0.0,1.0,0.0,96,"🏃🏃‍♀️ @GabbyLogan presents live coverage from the first day of the #AnniversaryGames at the London Stadium.

Athlet… https://t.co/KD8QAeSMnA"
0.572,0.0,0.73,0.27,97,🏃This 88-year-old runner has celebrated his 200th Parkrun in Manchester. https://t.co/9yG6L3bCye
0.751,0.0,0.714,0.286,98,"Amazing innovation 💡
A family in France has become the first to move in to a 3D-printed house. https://t.co/FYDtNW19PL"
0.494,0.0,0.842,0.158,99,🇱🇰 The Sri Lankan schoolgirl turned inventor trying to save the planet one lunchbox at a time. https://t.co/RZlJolph79
0.0,0.0,1.0,0.0,100,RT @bbcweather: In Pictures: The dramatic effect of the UK heatwave https://t.co/xmdTbUlpTy Jo https://t.co/mKIjUw8Yhs
-0.361,0.111,0.889,0.0,1,Fans are criticizing FC Barcelona for its travel arrangements to the U.S.: the men's team was placed in business cl… https://t.co/699dQI97KJ
-0.694,0.264,0.736,0.0,2,"NEW 9/11 VICTIM IDENTIFIED: 17 years after the September 11th attacks, officials have identified the tragedy's 1,64… https://t.co/cJAKqFKsjL"
0.511,0.0,0.829,0.171,3,HUMAN CHAIN: Beachgoers form a human chain to rescue swimmers in North Carolina from a deadly rip current… https://t.co/XE8zl1RQNv
-0.586,0.255,0.745,0.0,4,"Two Iraqi Airways pilots had an argument during a flight and physically fought at 37,000 feet… https://t.co/X6VCZESlvk"
-0.599,0.245,0.755,0.0,5,A USA Today investigation ranked states with the highest maternal death rates https://t.co/3ZeyC10KUy https://t.co/DnXOpihLD7
-0.599,0.214,0.786,0.0,6,President Trump says the U.S. will impose sanctions on NATO ally Turkey over a detained American pastor held on ter… https://t.co/76POvPOzkf
0.077,0.124,0.734,0.141,7,An Egyptian zoo is being accused of painting donkeys to look like zebras https://t.co/HYnQFG1F6W https://t.co/gyv8XdlTnu
-0.494,0.208,0.792,0.0,8,A Colorado widow is battling her late husband's insurance company because it decided to cut his worker compensation… https://t.co/ArYvDb3ATQ
-0.318,0.15,0.85,0.0,9,"Facebook's Wednesday night loss was ""larger than the entire size of McDonald's"" https://t.co/7SJEKpRnET https://t.co/w5iEybWkeS"
0.0,0.0,1.0,0.0,10,"WATCH LIVE: President Trump is holding a roundtable with steel workers in Dubuque, Iowa https://t.co/MjcGHOTQM6 https://t.co/guUqvY4FPU"
-0.848,0.535,0.465,0.0,11,3rd suspect arrested in shooting death of rapper XXXTentacion https://t.co/zwjSentkQ4 https://t.co/SJtfvcr0zB
-0.422,0.177,0.823,0.0,12,MMA star Conor McGregor pleads guilty in backstage melee at Brooklyn area https://t.co/lwY1YXRaZf https://t.co/ZJVD0ugs2Z
-0.649,0.264,0.736,0.0,13,Puma that made rare crossings of U.S. Highway 101 found dead https://t.co/3BXPvMnBIL https://t.co/VtZpIjcZCB
0.0,0.0,1.0,0.0,14,"These twin sisters are alike in almost every single way, except for one thing -- they are running for office in opp… https://t.co/L6UQ1aTgUz"
0.0,0.0,1.0,0.0,15,"WATCH: Rep. Paul Ryan is holding his weekly press conference, where he is addressing the latest articles of impeach… https://t.co/R9AvMUKyMe"
0.361,0.0,0.783,0.217,16,How Russian hackers accessed U.S. systems with ease https://t.co/f2rfBhr1Oo https://t.co/U2zEvJCX0g
0.0,0.0,1.0,0.0,17,"Sen. Jeff Merkley slams Pres. Trump admin as ""incompetent,"" ""callous"" in handling family separation… https://t.co/K4hIyb37NO"
-0.919,0.619,0.381,0.0,18,"Greece fire death toll mounts, along with desperation and anger https://t.co/9ZS1zeTMzq https://t.co/BDDUpXETyK"
0.477,0.0,0.744,0.256,19,Walmart is out to woo Babies R Us shoppers https://t.co/lLOD2IalM9 https://t.co/SVQGeANdEF
0.44,0.0,0.805,0.195,20,Vladimir Putin's soccer ball gift to Trump may have had microchip https://t.co/ST8UAkno4L https://t.co/1vj8yKqncY
-0.361,0.111,0.889,0.0,21,Fans are criticizing FC Barcelona for its travel arrangements to the U.S.: the men's team was placed in business cl… https://t.co/699dQI97KJ
-0.694,0.264,0.736,0.0,22,"NEW 9/11 VICTIM IDENTIFIED: 17 years after the September 11th attacks, officials have identified the tragedy's 1,64… https://t.co/cJAKqFKsjL"
0.511,0.0,0.829,0.171,23,HUMAN CHAIN: Beachgoers form a human chain to rescue swimmers in North Carolina from a deadly rip current… https://t.co/XE8zl1RQNv
