Compound,Negative,Neutral Score,Positive,Tweet Number,Tweet Text
-0.586,0.255,0.745,0.0,24,"Two Iraqi Airways pilots had an argument during a flight and physically fought at 37,000 feet… https://t.co/X6VCZESlvk"
-0.599,0.245,0.755,0.0,25,A USA Today investigation ranked states with the highest maternal death rates https://t.co/3ZeyC10KUy https://t.co/DnXOpihLD7
-0.599,0.214,0.786,0.0,26,President Trump says the U.S. will impose sanctions on NATO ally Turkey over a detained American pastor held on ter… https://t.co/76POvPOzkf
0.077,0.124,0.734,0.141,27,An Egyptian zoo is being accused of painting donkeys to look like zebras https://t.co/HYnQFG1F6W https://t.co/gyv8XdlTnu
-0.494,0.208,0.792,0.0,28,A Colorado widow is battling her late husband's insurance company because it decided to cut his worker compensation… https://t.co/ArYvDb3ATQ
-0.318,0.15,0.85,0.0,29,"Facebook's Wednesday night loss was ""larger than the entire size of McDonald's"" https://t.co/7SJEKpRnET https://t.co/w5iEybWkeS"
0.0,0.0,1.0,0.0,30,"WATCH LIVE: President Trump is holding a roundtable with steel workers in Dubuque, Iowa https://t.co/MjcGHOTQM6 https://t.co/guUqvY4FPU"
-0.848,0.535,0.465,0.0,31,3rd suspect arrested in shooting death of rapper XXXTentacion https://t.co/zwjSentkQ4 https://t.co/SJtfvcr0zB
-0.422,0.177,0.823,0.0,32,MMA star Conor McGregor pleads guilty in backstage melee at Brooklyn area https://t.co/lwY1YXRaZf https://t.co/ZJVD0ugs2Z
-0.649,0.264,0.736,0.0,33,Puma that made rare crossings of U.S. Highway 101 found dead https://t.co/3BXPvMnBIL https://t.co/VtZpIjcZCB
0.0,0.0,1.0,0.0,34,"These twin sisters are alike in almost every single way, except for one thing -- they are running for office in opp… https://t.co/L6UQ1aTgUz"
0.0,0.0,1.0,0.0,35,"WATCH: Rep. Paul Ryan is holding his weekly press conference, where he is addressing the latest articles of impeach… https://t.co/R9AvMUKyMe"
0.361,0.0,0.783,0.217,36,How Russian hackers accessed U.S. systems with ease https://t.co/f2rfBhr1Oo https://t.co/U2zEvJCX0g
0.0,0.0,1.0,0.0,37,"Sen. Jeff Merkley slams Pres. Trump admin as ""incompetent,"" ""callous"" in handling family separation… https://t.co/K4hIyb37NO"
-0.919,0.619,0.381,0.0,38,"Greece fire death toll mounts, along with desperation and anger https://t.co/9ZS1zeTMzq https://t.co/BDDUpXETyK"
0.477,0.0,0.744,0.256,39,Walmart is out to woo Babies R Us shoppers https://t.co/lLOD2IalM9 https://t.co/SVQGeANdEF
0.44,0.0,0.805,0.195,40,Vladimir Putin's soccer ball gift to Trump may have had microchip https://t.co/ST8UAkno4L https://t.co/1vj8yKqncY
0.0,0.0,1.0,0.0,41,"Youtube has reportedly pulled down four videos posted by Infowars, the ultra right-wing site run by Alex Jones… https://t.co/syZ6QKLYgU"
0.0,0.0,1.0,0.0,42,Details emerge about what happened before and after Demi Lovato's apparent overdose https://t.co/g9ZaZVvei8 https://t.co/Y8BIJjxwMR
0.0,0.0,1.0,0.0,43,"Someone untied a $40 million yacht owned by the family of Betsy DeVos, causing up to $10,000 in damages… https://t.co/IU2eZbKwgw"
0.572,0.0,0.761,0.239,44,Here's why Facebook shares are sinking like a stone after the social media giant's latest earnings report:… https://t.co/DT5zbqKsP6
0.0,0.0,1.0,0.0,45,"An unidentified body was found Wednesday in the waters off a Trump golf resort in New York City, the NYPD says:… https://t.co/9Y2kXQBxD2"
-0.153,0.099,0.826,0.074,46,WATCH: A Texas man sits on top of a police cruiser as it speeds down a highway. He tried to resist arrest by kickin… https://t.co/2DHzZuohEI
0.784,0.0,0.622,0.378,47,Here's how the talented dog in the viral #InMyFeelings Challenge video learned her impressive tricks… https://t.co/IslMwyTMDb
0.296,0.0,0.896,0.104,48,The remains of a 26-year-old securities analyst who worked at the World Trade Center on 9/11 have been identified n… https://t.co/fCNjMlCTkM
-0.526,0.166,0.834,0.0,49,"The U.S. is the most dangerous"" place to give birth in the developed world, @USATODAY investigation finds… https://t.co/0BxxwsylMP"
0.681,0.0,0.682,0.318,50,Commentary: GOP governors may be the bright spot for party in November https://t.co/2zXGECi9wi https://t.co/tpJWDBKymX
-0.361,0.122,0.878,0.0,51,"HISTORIC FLOODING: Aerial footage shows an eerie view of Hershey Park, shut down and underwater after massive flood… https://t.co/i3IftRmQpC"
-0.273,0.11,0.89,0.0,52,Authorities order closer monitoring of hydroelectric facilities as they probe why a dam in Laos collapsed earlier t… https://t.co/2VxcU0zJ6Q
0.0,0.0,1.0,0.0,53,"""This is a watershed moment"": How Brett Kavanaugh could shape the coming moment for digital privacy… https://t.co/vJLe105jD2"
0.0,0.0,1.0,0.0,54,RT @CBSThisMorning: Here's what we're working on this morning: https://t.co/RTLaszKnWB
-0.71,0.296,0.704,0.0,55,"Man injured in small bomb blast outside the U.S. Embassy in Beijing, police say https://t.co/J6Hauc43vI https://t.co/pHL6VzrUCS"
0.0,0.0,1.0,0.0,56,"RT @CBSThisMorning: THIS MORNING: 
🔜@nxthompson discusses Facebook's financial blow
🔜@USAToday's @alisonannyoung  on new investigation into…"
-0.526,0.152,0.848,0.0,57,"A new @USATODAY investigation finds the U.S. is the ""most dangerous place to give birth in the developed world."" In… https://t.co/24HCve4nKQ"
0.0,0.0,1.0,0.0,58,"Qualcomm says it it dropping its $44 billion deal to buy Dutch chipmaker NXP Semiconductors, a high-profile victim… https://t.co/ILr7KivKzW"
0.527,0.0,0.645,0.355,59,U.S. second-quarter GDP growth expected to top 4% https://t.co/SU0jYYiVbf https://t.co/Ggt3JX0AwX
0.0,0.0,1.0,0.0,60,"Hillary Clinton, Madeleine Albright and Colin Powell to appear on “Madam Secretary” https://t.co/xIP4psR8cd https://t.co/lXnkcaDxvY"
0.0,0.0,1.0,0.0,61,Cricket star Imran Khan takes early lead in Pakistan elections https://t.co/DpkRfC9vnq https://t.co/6rrx4KgjjI
0.0,0.0,1.0,0.0,62,Video shows cop alerting man in path of oncoming train at last second https://t.co/EMyWhNlY21 https://t.co/T8lOlxgzFL
-0.807,0.36,0.64,0.0,63,China trade war casualty: Qualcomm nixes $44B bid to buy rival NXP Semiconductors https://t.co/7LFlUpNhyU https://t.co/W2wF86s3WP
0.0,0.0,1.0,0.0,64,"Major U.S. airlines bow to China's ""Orwellian"" demands on Taiwan recognition https://t.co/hv7CugeDJ4 https://t.co/GFkhqqtLzk"
0.0,0.0,1.0,0.0,65,"Oregon student disciplined for ""Trump Border Wall"" T-shirt to get $25,000 https://t.co/ZXQPkJVw2l https://t.co/jGoFBFRKfi"
-0.202,0.256,0.536,0.208,66,"Palestinians: White House Mideast peace plan ""dead upon arrival"" https://t.co/qmtR4TiomR https://t.co/rWrrJRiDBr"
-0.625,0.255,0.745,0.0,67,Brazilian student gunned down in latest wave of violence in Nicaragua https://t.co/g6I108Vsqi https://t.co/yaVWXsMW5W
-0.477,0.22,0.78,0.0,68,Dangerous flooding continues in Eastern U.S. as wildfires burn out West https://t.co/uACyrlUQjF
0.0,0.0,1.0,0.0,69,"Pakistan's former ambassador says Pakistan must ""get out of the business of jihad"" https://t.co/1Ku4uD8mvG https://t.co/ekeDQEumQR"
-0.361,0.135,0.865,0.0,70,"White House says Trump-Putin meeting on hold until 2019 when ""Russia witch hunt is over"" https://t.co/j9F96Ahg3U https://t.co/mELsRSA5N4"
0.0,0.0,1.0,0.0,71,Judge allows emoluments case against Trump to proceed https://t.co/P0EVigWDqL https://t.co/1qFIW2NbVS
0.382,0.0,0.809,0.191,72,Officer helps homeless man shave before job interview at McDonald's https://t.co/AQpo1RjeT1 https://t.co/X5JlPuBaWC
0.0,0.0,1.0,0.0,73,Person dies after getting bacterial infection while fishing in Gulf waters https://t.co/PqV8H7LieD https://t.co/DzVVVcfpTI
0.586,0.0,0.593,0.407,74,Facebook shares fall as user growth slows https://t.co/aEFI993Jk8 https://t.co/iHaYmRgvGL
-0.772,0.401,0.599,0.0,75,"One woman killed, another missing as storms deluge eastern U.S. https://t.co/9HCjDHfP2r https://t.co/THNBVtN7A8"
0.0,0.0,1.0,0.0,76,Explosion reported outside U.S. Embassy in Beijing https://t.co/q8kQdIC9Ai https://t.co/pvPJLjeh0Z
-0.7,0.362,0.638,0.0,77,Former Alaska Airlines pilot sentenced to year in prison for flying while drunk https://t.co/1nS5kgCaZS https://t.co/zrykY9jSvz
0.128,0.0,0.842,0.158,78,Greeks describe harrowing escapes from deadly fires https://t.co/gztbYpAtq6 https://t.co/7FpkMjWCEk
-0.527,0.254,0.746,0.0,79,Alleged Mississippi wedding gifts thief tripped up by Facebook https://t.co/DDtayNhEmW https://t.co/eMhUxcp1BW
-0.827,0.435,0.565,0.0,80,Last 6 doomsday cult members on death row executed by Japan https://t.co/wFMkoKBf6n https://t.co/BwCubj2WaY
0.265,0.0,0.872,0.128,81,"Serena Williams, drug tested more than other top players this year, cites ""discrimination"" https://t.co/SR2T13AyFL https://t.co/XQxODv6WFo"
0.226,0.0,0.894,0.106,82,"Amb. McFaul appealing to White House after Putin's ""incredible offer"" to allow Russia to question him… https://t.co/T2jBG0OrR8"
0.0,0.0,1.0,0.0,83,"Demi Lovato was in ""downward spiral"" before apparent overdose https://t.co/YnVpgwV5uz https://t.co/dbW80T9hP4"
-0.077,0.199,0.621,0.18,84,Trump's star on Hollywood Walk of Fame destroyed with pickax https://t.co/9qKLLRHJW0 https://t.co/ejr8w3fFzz
-0.296,0.145,0.855,0.0,85,Pennsylvania teen who fled to Mexico with 45-year-old man is missing again https://t.co/cSQrLxWj6Y https://t.co/0B5tDN4kzc
0.0,0.0,1.0,0.0,86,Corker grills Pompeo over Trump's private meeting with Putin https://t.co/TjV0pgZQa9 https://t.co/UAQzyqmLBN
-0.382,0.14,0.86,0.0,87,"CNN correspondent restricted from covering open White House event because officials found her earlier questions ""in… https://t.co/G8C5WYSj0J"
-0.34,0.112,0.888,0.0,88,U.S. Evangelical pastor Andrew Brunson is being released from Turkish jail and put on house arrest after being char… https://t.co/fu0ZQV4DTm
0.422,0.089,0.714,0.196,89,How the dog behind the viral #InMyFeelings video learned her impressive tricks https://t.co/lOrYaZJ6f1 https://t.co/6xvL1U1ZwG
0.0,0.0,1.0,0.0,90,Body found in waters off Trump NYC golf course https://t.co/rm6xsqUHvy https://t.co/Q38YzexA3o
-0.34,0.24,0.616,0.144,91,"Secret Trump-Cohen tape: Why it's ""possible"" a crime was committed https://t.co/nzbsDp5MWl https://t.co/gg2GtHnrqn"
-0.852,0.462,0.538,0.0,92,"Larry Nassar's lawyers say he was attacked in prison, blame judge's comments during sentencing hearing… https://t.co/4EGHVJC3gO"
0.0,0.0,1.0,0.0,93,"Oregon student disciplined for ""Trump Border Wall"" T-shirt to get $25,000 https://t.co/Bdb8H8Shs4 https://t.co/jHhXd5WIqF"
0.0,0.0,1.0,0.0,94,Judge allows emoluments case against Trump to proceed https://t.co/plKNrAyZHL https://t.co/JiIFRK5Bmc
0.625,0.0,0.662,0.338,95,Mega Millions $522 million jackpot: Single ticket takes top prize https://t.co/2XQIWJU8kZ https://t.co/mjwK2SsYZx
0.0,0.0,1.0,0.0,96,Bodycam footage from Las Vegas shooting shows police believed there were multiple shooters https://t.co/Cds97bVruC https://t.co/Cg4swGaEXG
-0.382,0.206,0.794,0.0,97,CNN correspondent restricted from covering open White House event https://t.co/jlRjCYRBrx https://t.co/JiwLN0YGOr
0.0,0.0,1.0,0.0,98,Person dies after getting bacterial infection while fishing in Gulf waters https://t.co/7LUohzejtx https://t.co/rNV6tkcLsS
-0.827,0.465,0.535,0.0,99,"Larry Nassar's lawyers say he was attacked in prison, blame judge https://t.co/imqUDjLEl3 https://t.co/p0WCYnkor1"
-0.765,0.439,0.561,0.0,100,"""This is a big breakthrough"": Aggressively lowering blood pressure could reduce one's risk for dementia… https://t.co/RgwMbdLj4E"
0.0,0.0,1.0,0.0,1,Election official won't approve Blankenship's bid for Senate https://t.co/o9GBM4kWb7
-0.718,0.3,0.7,0.0,2,.@adam_brandon: Jim Jordan just gave the GOP base the rallying cry it so desperately needs https://t.co/bjxmFbludd
-0.318,0.15,0.85,0.0,3,Mark Zuckerberg loses $16B in one day as Facebook stock plunges 20 percent. https://t.co/ZEoHZOL7Uj
0.0,0.0,1.0,0.0,4,"Disney to eliminate plastic straws, stirrers at all resorts by 2019. https://t.co/QlPP59I7m5"
-0.25,0.1,0.9,0.0,5,Families with young children protest the separation of immigrant families with a sit-in at the Hart Senate Office B… https://t.co/f4eWujBFuG
0.0,0.0,1.0,0.0,6,"Shaquille O'Neal announces reality show about his restaurant, 'Big Chicken Shaq' https://t.co/15Xe72PC0e"
0.0,0.0,1.0,0.0,7,Oklahoma mom offers herself as stand-in for disapproving parents at same-sex weddings https://t.co/mguetYbnri
0.077,0.161,0.657,0.182,8,Egyptian zoo accused of painting donkey to look like zebra https://t.co/tvZtA7mLAa
0.511,0.0,0.708,0.292,9,Evangelicals cheer Trump administration's pro-Israel policies (via @calebparke) https://t.co/yC36qetWJZ
0.0,0.0,1.0,0.0,10,Tom Homan on court-imposed deadline for Trump administration to reunite migrant families separated at border… https://t.co/x7sZoY9NWA
0.0,0.0,1.0,0.0,11,Rosenstein impeachment articles introduced: What to know about the process https://t.co/1p2jiUBeJN
0.0,0.0,1.0,0.0,12,Demi Lovato 'could be discharged soon' after apparent overdose https://t.co/AduU8Tx6Ri
0.0,0.0,1.0,0.0,13,Here's how Friday's superlong lunar eclipse works https://t.co/YiyyJ74sLi
0.0,0.0,1.0,0.0,14,.@RepMattGaetz on Rep. Jim Jordan announcing run for House speaker https://t.co/HYuosmWy6U #OutnumberedOT https://t.co/IANHMrmE2b
-0.226,0.106,0.894,0.0,15,Student Who Settled Lawsuit Over Pro-Trump Shirt: 'I Should Be Able to Express My Political Opinions' https://t.co/LSFZvqJ2Z7
-0.153,0.078,0.922,0.0,16,TONIGHT: Roseanne Barr sits down with @SeanHannity. Don’t miss this must-see interview on “Hannity” at 9p ET on Fox… https://t.co/Oz6Fj26zwU
0.0,0.0,1.0,0.0,17,"RT @FoxBusiness: .@IvankaTrump: ""Perkins Career and Technical Education Act passed the Senate last week, passed the House this week and wil…"
0.0,0.0,1.0,0.0,18,.@POTUS participates in a roundtable on workforce development in Iowa https://t.co/Rq668QA5Yp
0.0,0.0,1.0,0.0,19,RT @FoxBusiness: HAPPENING NOW: @POTUS participates in roundtable discussion on workplace development https://t.co/KyTJRkTt5P
0.0,0.0,1.0,0.0,20,RT @FoxBusiness: HAPPENING NOW: @POTUS and @IvankaTrump tour Iowa College's manufacturing lab before participating in a roundtable discussi…
0.0,0.0,1.0,0.0,21,Election official won't approve Blankenship's bid for Senate https://t.co/o9GBM4kWb7
-0.718,0.3,0.7,0.0,22,.@adam_brandon: Jim Jordan just gave the GOP base the rallying cry it so desperately needs https://t.co/bjxmFbludd
-0.318,0.15,0.85,0.0,23,Mark Zuckerberg loses $16B in one day as Facebook stock plunges 20 percent. https://t.co/ZEoHZOL7Uj
0.0,0.0,1.0,0.0,24,"Disney to eliminate plastic straws, stirrers at all resorts by 2019. https://t.co/QlPP59I7m5"
-0.25,0.1,0.9,0.0,25,Families with young children protest the separation of immigrant families with a sit-in at the Hart Senate Office B… https://t.co/f4eWujBFuG
0.0,0.0,1.0,0.0,26,"Shaquille O'Neal announces reality show about his restaurant, 'Big Chicken Shaq' https://t.co/15Xe72PC0e"
0.0,0.0,1.0,0.0,27,Oklahoma mom offers herself as stand-in for disapproving parents at same-sex weddings https://t.co/mguetYbnri
0.077,0.161,0.657,0.182,28,Egyptian zoo accused of painting donkey to look like zebra https://t.co/tvZtA7mLAa
0.511,0.0,0.708,0.292,29,Evangelicals cheer Trump administration's pro-Israel policies (via @calebparke) https://t.co/yC36qetWJZ
0.0,0.0,1.0,0.0,30,Tom Homan on court-imposed deadline for Trump administration to reunite migrant families separated at border… https://t.co/x7sZoY9NWA
0.0,0.0,1.0,0.0,31,Rosenstein impeachment articles introduced: What to know about the process https://t.co/1p2jiUBeJN
0.0,0.0,1.0,0.0,32,Demi Lovato 'could be discharged soon' after apparent overdose https://t.co/AduU8Tx6Ri
0.0,0.0,1.0,0.0,33,Here's how Friday's superlong lunar eclipse works https://t.co/YiyyJ74sLi
0.0,0.0,1.0,0.0,34,.@RepMattGaetz on Rep. Jim Jordan announcing run for House speaker https://t.co/HYuosmWy6U #OutnumberedOT https://t.co/IANHMrmE2b
-0.226,0.106,0.894,0.0,35,Student Who Settled Lawsuit Over Pro-Trump Shirt: 'I Should Be Able to Express My Political Opinions' https://t.co/LSFZvqJ2Z7
-0.153,0.078,0.922,0.0,36,TONIGHT: Roseanne Barr sits down with @SeanHannity. Don’t miss this must-see interview on “Hannity” at 9p ET on Fox… https://t.co/Oz6Fj26zwU
0.0,0.0,1.0,0.0,37,"RT @FoxBusiness: .@IvankaTrump: ""Perkins Career and Technical Education Act passed the Senate last week, passed the House this week and wil…"
0.0,0.0,1.0,0.0,38,.@POTUS participates in a roundtable on workforce development in Iowa https://t.co/Rq668QA5Yp
0.0,0.0,1.0,0.0,39,RT @FoxBusiness: HAPPENING NOW: @POTUS participates in roundtable discussion on workplace development https://t.co/KyTJRkTt5P
0.0,0.0,1.0,0.0,40,RT @FoxBusiness: HAPPENING NOW: @POTUS and @IvankaTrump tour Iowa College's manufacturing lab before participating in a roundtable discussi…
0.0,0.0,1.0,0.0,41,"President @realDonaldTrump and @IvankaTrump attend a workforce development round-table in Peosta, Iowa. https://t.co/owrSegpZ40"
0.0,0.0,1.0,0.0,42,"TONIGHT on #Hannity, @seanhannity speaks to Rep. @Jim_Jordan - Tune in at 9p ET on Fox News Channel! https://t.co/w83TsOUS4i"
0.382,0.0,0.822,0.178,43,Mama duck with 76 ducklings on Minnesota lake captured in stunning photos https://t.co/xAo5RNnKHI
0.0,0.0,1.0,0.0,44,.@LisaMarieBoothe on @SecPompeo: “I actually thought he did a really phenomenal job.” #Outnumbered https://t.co/cdDVvU0rKu
0.0,0.0,1.0,0.0,45,"Arizona man stole ambulance from hospital because it was too hot to walk, police say https://t.co/vi2xAC0hiu"
0.0,0.0,1.0,0.0,46,".@Judgenap: “Impeachment is such a draconian measure, and it's not authorized here.” #Outnumbered… https://t.co/tz6pNIHmqe"
0.0,0.0,1.0,0.0,47,"Florida man stole IDs of Backstreet Boys member, MLB stars and NBA coach, officials say https://t.co/IzSY1eckGp"
-0.649,0.346,0.654,0.0,48,White House threatens to sanction Turkey over detained American pastor https://t.co/C8SKItU32a https://t.co/aELXpsUTBu
0.0,0.0,1.0,0.0,49,Rep. Jim Jordan announces run for House speaker https://t.co/g0O3JQ5o4M
-0.459,0.231,0.645,0.124,50,".@USNavy's first female admiral, retired Rear Adm. Alene B. Duerk, dead at 98 https://t.co/ylQ4iaHmpw"
0.0,0.0,1.0,0.0,51,BREAKING NEWS: Rep. @Jim_Jordan to seek Speakership in the new Congress. https://t.co/aOkgQiSSDV
-0.502,0.214,0.73,0.056,52,".@NancyPelosi: ""They would want to hurt Rosenstein so that they could hurt the Mueller investigation, but hopefully… https://t.co/ywTzvZ3XMO"
0.0,0.0,1.0,0.0,53,.@POTUS in Iowa for tour of community college and workforce development roundtable #Outnumbered https://t.co/cmmNe8i2n5
0.0,0.0,1.0,0.0,54,.@AlanDersh: House GOP Making Case for @POTUS's Impeachment With 'Dumb' Move Against Rosenstein… https://t.co/nqx5VYl2av
0.0,0.0,1.0,0.0,55,Happening Now: @POTUS arrives in Iowa for workforce roundtable. https://t.co/rbM9vGQBSN
0.026,0.0,0.945,0.055,56,".@RepSwalwell: ""What they're trying to do right now is to reach into an ongoing investigation and turn over evidenc… https://t.co/4uGnWnE6LI"
-0.422,0.357,0.385,0.258,57,Boy battling cancer granted wish to be firefighter for a day https://t.co/7WQRL5YcBR
-0.026,0.109,0.891,0.0,58,Former Alaska Airlines pilot sentenced for flying while intoxicated https://t.co/Pdie4aMFzC
0.172,0.185,0.574,0.241,59,NEWS ALERT: @SpeakerRyan does not support Rosenstein impeachment. https://t.co/pLAQI4hDBN
0.0,0.0,1.0,0.0,60,.@SpeakerRyan holds his weekly news conference. https://t.co/XrTBlDcPre
0.186,0.168,0.609,0.223,61,NEWS ALERT: No Rosenstein impeachment vote in House today. https://t.co/XlKITF0ZZO
-0.382,0.191,0.809,0.0,62,".@Judgenap: Move to Impeach Rosenstein Is 'Baseless, Embarrassing for Everyone Involved' https://t.co/YWTjESmsqc"
0.422,0.0,0.865,0.135,63,".@VP: ""President Erdogan and the Turkish government, I have a message on behalf of the President of the United Stat… https://t.co/wjNVJJn34q"
0.0,0.0,1.0,0.0,64,RT @FoxBusiness: How an All-Star Dodgers pitcher went from baseball to business  https://t.co/Ug4ZJBPYQx
0.0,0.0,1.0,0.0,65,"RT @FoxBusiness: Facebook, other social networks seem to have peaked in US, Europe: @Varneyco  https://t.co/aqrLj1XQis"
0.0,0.0,1.0,0.0,66,RT @FoxBusiness: Walmart wants Babies R Us consumers following its demise  https://t.co/w4bg4iSqCV
0.273,0.146,0.595,0.259,67,"RT @FoxBusiness: Facebook shares plunge nearly 20% as revenue, user growth disappoint  https://t.co/5jgeast6sR https://t.co/VmPeeSrLcr"
0.0,0.0,1.0,0.0,68,Conservative's satirical Ocasio-Cortez 'interview' triggers media uproar https://t.co/DupBOfMRfS
0.557,0.0,0.795,0.205,69,On @foxandfriends. @KellyannePolls had positive words for the trajectory of the country under President… https://t.co/EtLxSnepTl
0.0,0.0,1.0,0.0,70,Coca-Cola is raising soda prices; CEO says consumers likely to feel effect https://t.co/FS4nuqtZQA
0.0,0.0,1.0,0.0,71,SOON: Air Force One touches down in Iowa. https://t.co/ZT2qIOe6Ie
0.0,0.0,1.0,0.0,72,House Democratic Leader @NancyPelosi holds her weekly news conference.  https://t.co/nifXV80m6N
0.0,0.0,1.0,0.0,73,"Sgt. Curtis Whittington demonstrates how Han, a contraband-sniffing German Shepherd, looks for contraband at the Ok… https://t.co/8S0bL16wAh"
0.735,0.0,0.721,0.279,74,"Attorney General Jeff Sessions: ""My deputy, Rod Rosenstein, is highly capable. I have the highest confidence in him… https://t.co/bogMUeIkwq"
-0.9,0.407,0.593,0.0,75,Suspect in brutal murder of New York City nurse reportedly found in California hotel with woman tied up https://t.co/VgTuiqa9rG
0.128,0.0,0.903,0.097,76,".@SenJohnKennedy: ""I said Gorsuch was and is a legal rock star, so is Judge Kavanaugh."" https://t.co/F0XgNi68BE"
0.0,0.0,1.0,0.0,77,".@SteveScalise: ""We passed a resolution last week to stand up for our ICE agents. They're the people that are keepi… https://t.co/JalLxqwEf0"
-0.402,0.137,0.863,0.0,78,Boy with autism fights to keep service ducks after town orders family to get rid of them https://t.co/PJfEZlbZzG
-0.71,0.247,0.753,0.0,79,".@AlanDersh: ""If you don't like the way Rod Rosenstein is responding to your subpoena, charge him with contempt of… https://t.co/WwfY3dqzQV"
-0.34,0.167,0.833,0.0,80,Demi Lovato exhibited warning signs in days leading up to apparent overdose https://t.co/7qSHr4dsrV
0.637,0.0,0.756,0.244,81,.@VP Mike Pence and @SecPompeo deliver remarks at Ministerial to Advance Religious Freedom. https://t.co/wjmtqIelfw
0.402,0.101,0.629,0.27,82,"Cities grappling with safety, legal concerns as electric scooter-sharing craze sweeps country https://t.co/eaJGXtwKaE"
0.765,0.0,0.708,0.292,83,.@judgenap: Farewell to someone I loved with all my heart – who gave me his values and much more https://t.co/Gn3uNki1w3
-0.292,0.108,0.892,0.0,84,".@SenJohnBarrasso: ""@POTUS isn't getting the credit he deserves and has earned from the actions that he's been taki… https://t.co/G4HDrRkyeF"
-0.71,0.247,0.753,0.0,85,".@AlanDersh: ""If you don't like the way Rod Rosenstein is responding to your subpoena, charge him with contempt of… https://t.co/BYFG7PTPX4"
-0.128,0.226,0.581,0.194,86,'Mercury in retrograde': Should we expect 3 weeks of bad luck? https://t.co/RR9Gj3AhGs
0.273,0.0,0.89,0.11,87,".@kayleighmcenany: ""In a half a century you have not had a president with a willingness to take on remedying this t… https://t.co/P3z4cl8ZaN"
-0.527,0.167,0.833,0.0,88,".@AlanDersh: ""It is the most shortsighted - and I have to say stupid - thing I've heard in a long time.""… https://t.co/O5fFHCJnDk"
-0.026,0.12,0.765,0.115,89,.@RepMaxineWaters Suggests in Church Sermon That She Was Sent by God to Stop President @realDonaldTrump… https://t.co/y7z9lreuwE
0.0,0.0,1.0,0.0,90,GOP lawmakers move to impeach Rosenstein; @pdoocy reports. https://t.co/7kAKpOnyAU https://t.co/WOvGCCljbx
0.473,0.0,0.796,0.204,91,".@kayleighmcenany: ""There's more economic opportunity today than there was two years ago."" https://t.co/1z5raTSlGd"
0.0,0.0,1.0,0.0,92,".@kayleighmcenany: ""There are a lot of so-called 'hidden Trump voters.' They don't talk to pollsters. They don't sa… https://t.co/ElnIUKc1ko"
0.477,0.0,0.659,0.341,93,Poll: @POTUS approval dips in Midwest. https://t.co/SfvjU4SDGb
-0.599,0.196,0.804,0.0,94,U.S. expecting North Korea to return remains of 55 American soldiers from Korean war; @GregPalkot reports. https://t.co/J0OS11MRq1
0.273,0.0,0.89,0.11,95,".@kayleighmcenany: ""In a half a century you have not had a president with a willingness to take on remedying this t… https://t.co/UTXXlLoXOV"
0.0,0.0,1.0,0.0,96,Former McCaskill campaign spokesman is now spokesman for husband's investment company https://t.co/qfRMu1YnE1
-0.069,0.226,0.566,0.208,97,NEWS ALERT: Bomb explodes outside U.S. embassy in Beijing. https://t.co/BrKzUsXqJ6
0.0,0.0,1.0,0.0,98,".@DLoesch: ""We have the right to defend ourselves, not just at home but also when we're out and about."" https://t.co/voQO2EmCEu"
0.0,0.0,1.0,0.0,99,April the Giraffe is pregnant with her fifth calf https://t.co/BuyWvRNs87 https://t.co/QjQ0f1FU38
-0.784,0.434,0.566,0.0,100,Arizona trooper shot and killed with officer's gun; @ANITAROMANFOX10 reports. https://t.co/9DpxXBNUFh
